,진료년도,상병구분,시도,SIGUNGU_NM,SIGUNGU_CD,성별,연령군,환자수,입내원일수,요양급여비용총액
340,2023,ADHD,서울,종로구,11010,남,100세 이상,0,0,0
341,2023,ADHD,서울,종로구,11010,여,0~9세,170,460,33549790
342,2023,ADHD,서울,종로구,11010,여,10~19세,252,1054,122810950
343,2023,ADHD,서울,종로구,11010,여,20~29세,592,3410,365796830
344,2023,ADHD,서울,종로구,11010,여,30~39세,290,1889,227885300
345,2023,ADHD,서울,종로구,11010,여,40~49세,61,376,39151610
346,2023,ADHD,서울,종로구,11010,여,50~59세,19,87,11238290
347,2023,ADHD,서울,종로구,11010,여,60~69세,0,0,0
348,2023,ADHD,서울,종로구,11010,여,70~79세,0,0,0
349,2023,ADHD,서울,종로구,11010,여,80~89세,0,0,0
350,2023,ADHD,서울,종로구,11010,여,90~99세,0,0,0
351,2023,ADHD,서울,종로구,11010,여,100세 이상,0,0,0
352,2023,ADHD,서울,중구,11020,남,0~9세,25,136,12225950
353,2023,ADHD,서울,중구,11020,남,10~19세,66,416,37430930
354,2023,ADHD,서울,중구,11020,남,20~29세,219,1351,150107230
355,2023,ADHD,서울,중구,11020,남,30~39세,209,1285,162257310
356,2023,ADHD,서울,중구,11020,남,40~49세,47,298,35133270
357,2023,ADHD,서울,중구,11020,남,50~59세,13,67,7618500
358,2023,ADHD,서울,중구,11020,남,60~69세,0,0,0
359,2023,ADHD,서울,중구,11020,남,70~79세,0,0,0
360,2023,ADHD,서울,중구,11020,남,80~89세,0,0,0
361,2023,ADHD,서울,중구,11020,남,90~99세,0,0,0
362,2023,ADHD,서울,중구,11020,남,100세 이상,0,0,0
363,2023,ADHD,서울,중구,11020,여,0~9세,0,0,0
364,2023,ADHD,서울,중구,11020,여,10~19세,37,192,22648670
365,2023,ADHD,서울,중구,11020,여,20~29세,364,2473,314897750
366,2023,ADHD,서울,중구,11020,여,30~39세,195,1254,157454310
367,2023,ADHD,서울,중구,11020,여,40~49세,35,182,21551070
368,2023,ADHD,서울,중구,11020,여,50~59세,10,98,10581640
369,2023,ADHD,서울,중구,11020,여,60~69세,0,0,0
370,2023,ADHD,서울,중구,11020,여,70~79세,0,0,0
371,2023,ADHD,서울,중구,11020,여,80~89세,0,0,0
372,2023,ADHD,서울,중구,11020,여,90~99세,0,0,0
373,2023,ADHD,서울,중구,11020,여,100세 이상,0,0,0
374,2023,ADHD,서울,송파구,11240,남,0~9세,1401,8452,809489100
375,2023,ADHD,서울,송파구,11240,남,10~19세,1896,14272,1556661050
376,2023,ADHD,서울,송파구,11240,남,20~29세,670,4881,554996580
377,2023,ADHD,서울,송파구,11240,남,30~39세,449,2989,373656210
378,2023,ADHD,서울,송파구,11240,남,40~49세,147,931,114221350
379,2023,ADHD,서울,송파구,11240,남,50~59세,43,299,40421420
380,2023,ADHD,서울,송파구,11240,남,60~69세,0,0,0
381,2023,ADHD,서울,송파구,11240,남,70~79세,0,0,0
382,2023,ADHD,서울,송파구,11240,남,80~89세,0,0,0
383,2023,ADHD,서울,송파구,11240,남,90~99세,0,0,0
384,2023,ADHD,서울,송파구,11240,남,100세 이상,0,0,0
385,2023,ADHD,서울,송파구,11240,여,0~9세,397,2279,218145210
386,2023,ADHD,서울,송파구,11240,여,10~19세,780,5591,590387420
387,2023,ADHD,서울,송파구,11240,여,20~29세,816,5880,720376670
388,2023,ADHD,서울,송파구,11240,여,30~39세,491,4142,558228970
389,2023,ADHD,서울,송파구,11240,여,40~49세,164,1218,150785470
390,2023,ADHD,서울,송파구,11240,여,50~59세,44,259,29173600
391,2023,ADHD,서울,송파구,11240,여,60~69세,0,0,0
392,2023,ADHD,서울,송파구,11240,여,70~79세,0,0,0
393,2023,ADHD,서울,송파구,11240,여,80~89세,0,0,0
394,2023,ADHD,서울,송파구,11240,여,90~99세,0,0,0
